"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0090218","GO:0090218","positive regulation of lipid kinase activity","5/231","36/18903",7.22280681651146e-05,0.00199933991764726,0.00162565359067576,"FGR/CCR7/CD19/VAV3/CCL21",5
"GO:0002923","GO:0002923","regulation of humoral immune response mediated by circulating immunoglobulin","4/231","19/18903",7.29072059731119e-05,0.00199933991764726,0.00162565359067576,"FCER2/CR2/TNF/FCGR2B",4
"GO:0034162","GO:0034162","toll-like receptor 9 signaling pathway","4/231","19/18903",7.29072059731119e-05,0.00199933991764726,0.00162565359067576,"FCRL3/HAVCR2/LILRA4/TLR9",4
"GO:0045089","GO:0045089","positive regulation of innate immune response","9/231","145/18903",7.4751199278322e-05,0.00203038495563595,0.00165089616050269,"NCR3/CCL5/HCK/HAVCR2/KLRK1/MNDA/POLR3F/TLR9/COCH",9
"GO:0002335","GO:0002335","mature B cell differentiation","5/231","37/18903",8.26879300201061e-05,0.00222477336242776,0.00180895243132367,"GPR183/IL6/IL10/FCGR2B/CD19",5
"GO:0002577","GO:0002577","regulation of antigen processing and presentation","4/231","20/18903",9.0263121145098e-05,0.00240589178977401,0.00195621894621398,"CCR7/FCGR2B/CD74/CCL21",4
"GO:0006979","GO:0006979","response to oxidative stress","16/231","434/18903",9.23775057870025e-05,0.00243216890355852,0.00197758473999388,"SESN1/GSKIP/AREG/BTK/PDLIM1/FOS/ALOX5/IL6/IL10/SOD2/TNF/HSPA1B/NCF1/MGST1/TPM1/SUMO4",16
"GO:0071216","GO:0071216","cellular response to biotic stimulus","12/231","261/18903",9.29545618821455e-05,0.00243216890355852,0.00197758473999388,"CCL5/BTK/HCK/IL6/IL10/HAVCR2/TNF/KLRK1/FCGR2B/CMPK2/CAMP/TLR9",12
"GO:0042092","GO:0042092","type 2 immune response","5/231","38/18903",9.42751649113977e-05,0.00244429791206642,0.0019874467779886,"IL6/IL10/CD74/BATF/IL33",5
"GO:0071887","GO:0071887","leukocyte apoptotic process","8/231","117/18903",9.57497708179336e-05,0.00246016528263736,0.00200034846004654,"CCR7/CCL5/BTK/IL6/IL10/CD74/HCAR2/CCL21",8
"GO:0050830","GO:0050830","defense response to Gram-positive bacterium","8/231","118/18903",0.000101647563742164,0.00258838260529154,0.00210460134327056,"FGR/LYZ/IL6/HAVCR2/TNF/RNASE6/KLRK1/CAMP",8
"GO:0002700","GO:0002700","regulation of production of molecular mediator of immune response","10/231","187/18903",0.000104776998104296,0.00264446016454382,0.00215019773473464,"BTK/FCRL3/CLCF1/IL6/IL10/TNF/FCGR2B/CD74/IL33/TLR9",10
"GO:0002708","GO:0002708","positive regulation of lymphocyte mediated immunity","8/231","119/18903",0.000107842860548667,0.0026979634937263,0.00219370103221342,"NCR3/FCER2/CD1C/BTK/CLCF1/IL6/TNF/KLRK1",8
"GO:0022407","GO:0022407","regulation of cell-cell adhesion","17/231","490/18903",0.000116651497591325,0.00289295714026485,0.00235224942053719,"CCR7/ZBTB16/IL7/CCL5/CD83/ALOX5/IL6/IL10/HAVCR2/CD300A/TNF/KLRK1/TNFRSF13C/FCGR2B/CD74/CD70/CCL21",17
"GO:0002698","GO:0002698","negative regulation of immune effector process","8/231","122/18903",0.000128330850410716,0.00315516883940829,0.00256545248144108,"CR2/FCRL3/IL10/HAVCR2/CD300A/TNF/FCGR2B/IL33",8
"GO:0002685","GO:0002685","regulation of leukocyte migration","11/231","231/18903",0.000133796541731821,0.00326143364973636,0.00265185588335765,"CCR7/DUSP1/CCL5/CD200/IL6/CD300A/TNF/KLRK1/CD74/IL33/CCL21",11
"GO:0150077","GO:0150077","regulation of neuroinflammatory response","5/231","41/18903",0.000136621732459416,0.00330207780486657,0.00268490344877871,"CD200/IL6/TNF/NUPR1/IL33",5
"GO:2000106","GO:2000106","regulation of leukocyte apoptotic process","7/231","93/18903",0.000144354074128468,0.00345964554129741,0.00281302101110142,"CCR7/CCL5/BTK/IL10/CD74/HCAR2/CCL21",7
"GO:0071219","GO:0071219","cellular response to molecule of bacterial origin","11/231","234/18903",0.000149831402988737,0.00353967615860196,0.00287809351790069,"CCL5/HCK/IL6/IL10/HAVCR2/TNF/KLRK1/FCGR2B/CMPK2/CAMP/TLR9",11
"GO:1902105","GO:1902105","regulation of leukocyte differentiation","13/231","317/18903",0.000150175601399312,0.00353967615860196,0.00287809351790069,"ZBTB16/IL7/BTK/FOS/CD83/FCRL3/IL10/TNF/FCGR2B/CD74/BATF/TESC/TLR9",13
"GO:0002275","GO:0002275","myeloid cell activation involved in immune response","7/231","96/18903",0.000176090157033095,0.00411646826113432,0.00334708037915365,"FGR/BTK/HAVCR2/CD300A/ITGAM/IL33/PTGDR",7
"GO:0002922","GO:0002922","positive regulation of humoral immune response","4/231","24/18903",0.000190511721461784,0.00438176959362102,0.0035627956059449,"FCER2/CCR7/TNF/FCGR2B",4
"GO:0050855","GO:0050855","regulation of B cell receptor signaling pathway","4/231","24/18903",0.000190511721461784,0.00438176959362102,0.0035627956059449,"FCRL3/CD300A/FCGR2B/CD19",4
"GO:0002676","GO:0002676","regulation of chronic inflammatory response","3/231","10/18903",0.000202885086871175,0.00462902614205272,0.0037638387063343,"CCL5/IL10/TNF",3
"GO:0014823","GO:0014823","response to activity","6/231","70/18903",0.00021308215682529,0.00480735502358911,0.00390883705505529,"CXCR4/FOS/IL6/IL10/SOD2/TNF",6
"GO:0046427","GO:0046427","positive regulation of receptor signaling pathway via JAK-STAT","5/231","45/18903",0.000214072260868099,0.00480735502358911,0.00390883705505529,"CCL5/IL6/IL10/CD300A/TNF",5
"GO:0032715","GO:0032715","negative regulation of interleukin-6 production","6/231","71/18903",0.00023040380807336,0.00513368484863456,0.00417417425317116,"BANK1/CD200/IL10/HAVCR2/TNF/TLR9",6
"GO:0002920","GO:0002920","regulation of humoral immune response","5/231","46/18903",0.000237809496089794,0.00525761769649685,0.00427494345072066,"FCER2/CCR7/CR2/TNF/FCGR2B",5
"GO:0002440","GO:0002440","production of molecular mediator of immune response","13/231","333/18903",0.000242946629458738,0.0053298752862794,0.00433369574653928,"BTK/GAPT/FCRL3/CLCF1/IL6/IL10/TNF/VPREB3/FCGR2B/CD74/BATF/IL33/TLR9",13
"GO:0018108","GO:0018108","peptidyl-tyrosine phosphorylation","14/231","380/18903",0.000255331772956341,0.00552566269600621,0.00449288953986184,"BANK1/FGR/IL7/CCL5/AREG/BTK/HCK/CLCF1/IL6/CD300A/TNF/TNK1/CD74/NCF1",14
"GO:0031341","GO:0031341","regulation of cell killing","7/231","102/18903",0.000256479556431844,0.00552566269600621,0.00449288953986184,"NCR3/FCER2/CD1C/HAVCR2/KLRK1/FCGR2B/ITGAM",7
"GO:0002433","GO:0002433","immune response-regulating cell surface receptor signaling pathway involved in phagocytosis","4/231","26/18903",0.000262948251188272,0.00552566269600621,0.00449288953986184,"FGR/HCK/FCGR2B/VAV3",4
"GO:0038096","GO:0038096","Fc-gamma receptor signaling pathway involved in phagocytosis","4/231","26/18903",0.000262948251188272,0.00552566269600621,0.00449288953986184,"FGR/HCK/FCGR2B/VAV3",4
"GO:0001774","GO:0001774","microglial cell activation","5/231","47/18903",0.000263495836836201,0.00552566269600621,0.00449288953986184,"IL6/TNF/ITGAM/IL33/TLR9",5
"GO:0002701","GO:0002701","negative regulation of production of molecular mediator of immune response","5/231","47/18903",0.000263495836836201,0.00552566269600621,0.00449288953986184,"FCRL3/IL10/TNF/FCGR2B/IL33",5
"GO:0018212","GO:0018212","peptidyl-tyrosine modification","14/231","382/18903",0.000269317326798285,0.00560651836517306,0.00455863289232902,"BANK1/FGR/IL7/CCL5/AREG/BTK/HCK/CLCF1/IL6/CD300A/TNF/TNK1/CD74/NCF1",14
"GO:0034163","GO:0034163","regulation of toll-like receptor 9 signaling pathway","3/231","11/18903",0.000276453087697334,0.00571336381241156,0.00464550840730149,"FCRL3/LILRA4/TLR9",3
"GO:0002673","GO:0002673","regulation of acute inflammatory response","5/231","48/18903",0.000291235100411499,0.00597555759981004,0.00485869690425242,"CCR7/BTK/IL6/TNF/FCGR2B",5
"GO:0048872","GO:0048872","homeostasis of number of cells","12/231","296/18903",0.000298712008993021,0.00608519035462925,0.00494783876550094,"GPR183/TNFRSF13B/CCR7/IL7/BTK/GAPT/IL6/NLE1/PMAIP1/HSPA1B/CD74/HCAR2",12
"GO:1904894","GO:1904894","positive regulation of receptor signaling pathway via STAT","5/231","49/18903",0.000321133400325825,0.00649554934559755,0.00528149967090551,"CCL5/IL6/IL10/CD300A/TNF",5
"GO:0062197","GO:0062197","cellular response to chemical stress","13/231","345/18903",0.000341406517774526,0.00685698161051372,0.00557537849264107,"GSKIP/BTK/FOS/ALOX5/IL6/IL10/SOD2/TNF/HSPA1B/NCF1/MGST1/TPM1/SUMO4",13
"GO:0002444","GO:0002444","myeloid leukocyte mediated immunity","7/231","107/18903",0.000343999938929689,0.00686075402676554,0.00557844582600003,"FGR/BTK/IL6/CD300A/FCGR2B/ITGAM/PTGDR",7
"GO:0002675","GO:0002675","positive regulation of acute inflammatory response","4/231","28/18903",0.00035329428562112,0.0069490275006943,0.00565022055954438,"CCR7/BTK/IL6/TNF",4
"GO:0002269","GO:0002269","leukocyte activation involved in inflammatory response","5/231","50/18903",0.000353299084011456,0.0069490275006943,0.00565022055954438,"IL6/TNF/ITGAM/IL33/TLR9",5
"GO:0001773","GO:0001773","myeloid dendritic cell activation","4/231","29/18903",0.000405918474729194,0.00782215871572744,0.00636015931599157,"IL10/HAVCR2/BATF/UBD",4
"GO:0032607","GO:0032607","interferon-alpha production","4/231","29/18903",0.000405918474729194,0.00782215871572744,0.00636015931599157,"IL10/HAVCR2/LILRA4/TLR9",4
"GO:0032647","GO:0032647","regulation of interferon-alpha production","4/231","29/18903",0.000405918474729194,0.00782215871572744,0.00636015931599157,"IL10/HAVCR2/LILRA4/TLR9",4
"GO:0019221","GO:0019221","cytokine-mediated signaling pathway","16/231","496/18903",0.000415831547718348,0.00795754292955186,0.00647023956366825,"CCR7/CXCR4/IL7/CCL5/HCK/CLCF1/IL6/CXCR5/TNF/HSPA1B/TNFRSF13C/CD74/IL33/CD70/LILRA4/CCL21",16
"GO:0071222","GO:0071222","cellular response to lipopolysaccharide","10/231","222/18903",0.000418524347627202,0.00795754292955186,0.00647023956366825,"CCL5/HCK/IL6/IL10/HAVCR2/TNF/KLRK1/CMPK2/CAMP/TLR9",10
"GO:1902107","GO:1902107","positive regulation of leukocyte differentiation","9/231","184/18903",0.000447136779588381,0.00838969799596095,0.00682162275230751,"ZBTB16/IL7/BTK/FOS/CD83/IL10/TNF/CD74/TESC",9
"GO:1903708","GO:1903708","positive regulation of hemopoiesis","9/231","184/18903",0.000447136779588381,0.00838969799596095,0.00682162275230751,"ZBTB16/IL7/BTK/FOS/CD83/IL10/TNF/CD74/TESC",9
"GO:0002524","GO:0002524","hypersensitivity","3/231","13/18903",0.000470595352084454,0.00854864932576346,0.0069508653076906,"CCR7/BTK/FCGR2B",3
"GO:0002638","GO:0002638","negative regulation of immunoglobulin production","3/231","13/18903",0.000470595352084454,0.00854864932576346,0.0069508653076906,"FCRL3/FCGR2B/IL33",3
"GO:0002863","GO:0002863","positive regulation of inflammatory response to antigenic stimulus","3/231","13/18903",0.000470595352084454,0.00854864932576346,0.0069508653076906,"CCR7/BTK/TNF",3
"GO:0032621","GO:0032621","interleukin-18 production","3/231","13/18903",0.000470595352084454,0.00854864932576346,0.0069508653076906,"IL10/TNF/TLR9",3
"GO:0032661","GO:0032661","regulation of interleukin-18 production","3/231","13/18903",0.000470595352084454,0.00854864932576346,0.0069508653076906,"IL10/TNF/TLR9",3
"GO:0002221","GO:0002221","pattern recognition receptor signaling pathway","9/231","187/18903",0.000502809737054248,0.00907603398783997,0.00737967921872424,"BTK/FCRL3/HAVCR2/CD300A/TNF/HSPA1B/LILRA4/TLR9/SLC15A3",9
"GO:0061900","GO:0061900","glial cell activation","5/231","54/18903",0.000506877174413514,0.00909191007187007,0.00739258798565356,"IL6/TNF/ITGAM/IL33/TLR9",5
"GO:0002833","GO:0002833","positive regulation of response to biotic stimulus","9/231","188/18903",0.000522585174097706,0.0093150807282916,0.00757404696406083,"NCR3/CCL5/HCK/HAVCR2/KLRK1/MNDA/POLR3F/TLR9/COCH",9
"GO:0002313","GO:0002313","mature B cell differentiation involved in immune response","4/231","31/18903",0.000527567373177924,0.00934547918200894,0.00759876379935251,"GPR183/IL6/IL10/FCGR2B",4
"GO:1903706","GO:1903706","regulation of hemopoiesis","14/231","413/18903",0.000586576661266694,0.0103125705419428,0.00838510109393224,"ZBTB16/IL7/BTK/FOS/CD83/FCRL3/IL10/TNF/HSPA1B/FCGR2B/CD74/BATF/TESC/TLR9",14
"GO:0061043","GO:0061043","regulation of vascular wound healing","3/231","14/18903",0.000593551590243451,0.0103125705419428,0.00838510109393224,"CXCR4/ALOX5/TNF",3
"GO:0002862","GO:0002862","negative regulation of inflammatory response to antigenic stimulus","4/231","32/18903",0.000597198823291817,0.0103125705419428,0.00838510109393224,"FGR/HCK/IL10/FCGR2B",4
"GO:0051085","GO:0051085","chaperone cofactor-dependent protein refolding","4/231","32/18903",0.000597198823291817,0.0103125705419428,0.00838510109393224,"DNAJB1/TOR2A/HSPA1B/CD74",4
"GO:0043551","GO:0043551","regulation of phosphatidylinositol 3-kinase activity","5/231","56/18903",0.000600240781894287,0.0103125705419428,0.00838510109393224,"FGR/CCR7/CD19/VAV3/CCL21",5
"GO:0002286","GO:0002286","T cell activation involved in immune response","7/231","118/18903",0.000621195110662539,0.0105769908533905,0.0086000999667894,"GPR183/CD1C/IL6/HAVCR2/FCGR2B/CD74/BATF",7
"GO:0045834","GO:0045834","positive regulation of lipid metabolic process","8/231","154/18903",0.000623048549568583,0.0105769908533905,0.0086000999667894,"FGR/CCR7/TNF/CD74/CD19/VAV3/SLC45A3/CCL21",8
"GO:0061756","GO:0061756","leukocyte adhesion to vascular endothelial cell","5/231","57/18903",0.000651485768540854,0.0108956344689611,0.00885918754525777,"SELL/ALOX5/IL6/TNF/CCL21",5
"GO:0032609","GO:0032609","interferon-gamma production","7/231","119/18903",0.000653279626294655,0.0108956344689611,0.00885918754525777,"CCR7/IL10/HAVCR2/TNF/KLRK1/IL33/TLR9",7
"GO:0032649","GO:0032649","regulation of interferon-gamma production","7/231","119/18903",0.000653279626294655,0.0108956344689611,0.00885918754525777,"CCR7/IL10/HAVCR2/TNF/KLRK1/IL33/TLR9",7
"GO:0002431","GO:0002431","Fc receptor mediated stimulatory signaling pathway","4/231","33/18903",0.000673109279199441,0.01101470574658,0.00895600382361991,"FGR/HCK/FCGR2B/VAV3",4
"GO:0038094","GO:0038094","Fc-gamma receptor signaling pathway","4/231","33/18903",0.000673109279199441,0.01101470574658,0.00895600382361991,"FGR/HCK/FCGR2B/VAV3",4
"GO:0048147","GO:0048147","negative regulation of fibroblast proliferation","4/231","33/18903",0.000673109279199441,0.01101470574658,0.00895600382361991,"SOD2/CD300A/NUPR1/FBXO4",4
"GO:0001818","GO:0001818","negative regulation of cytokine production","13/231","371/18903",0.0006758672880966,0.01101470574658,0.00895600382361991,"BANK1/CCR7/BTK/CD83/CD200/IL6/IL10/HAVCR2/TNF/FCGR2B/IL33/LILRA4/TLR9",13
"GO:0001910","GO:0001910","regulation of leukocyte mediated cytotoxicity","6/231","87/18903",0.000690953639390425,0.0111965896564858,0.00910389274866691,"NCR3/CD1C/HAVCR2/KLRK1/FCGR2B/ITGAM",6
"GO:0001771","GO:0001771","immunological synapse formation","3/231","15/18903",0.000735269031805516,0.0117150127302197,0.00952542003568099,"CCR7/HAVCR2/CCL21",3
"GO:0002864","GO:0002864","regulation of acute inflammatory response to antigenic stimulus","3/231","15/18903",0.000735269031805516,0.0117150127302197,0.00952542003568099,"CCR7/BTK/FCGR2B",3
"GO:0045579","GO:0045579","positive regulation of B cell differentiation","3/231","15/18903",0.000735269031805516,0.0117150127302197,0.00952542003568099,"IL7/BTK/IL10",3
"GO:0002224","GO:0002224","toll-like receptor signaling pathway","7/231","123/18903",0.000795000672666811,0.0125267509306395,0.0101854404296888,"BTK/FCRL3/HAVCR2/CD300A/TNF/LILRA4/TLR9",7
"GO:0071675","GO:0071675","regulation of mononuclear cell migration","7/231","123/18903",0.000795000672666811,0.0125267509306395,0.0101854404296888,"CCR7/DUSP1/CCL5/CD200/TNF/KLRK1/CCL21",7
"GO:0002886","GO:0002886","regulation of myeloid leukocyte mediated immunity","5/231","60/18903",0.00082496382182613,0.0129274550541106,0.0105112510091554,"FGR/BTK/CD300A/FCGR2B/ITGAM",5
"GO:0000302","GO:0000302","response to reactive oxygen species","9/231","204/18903",0.000936199111926404,0.0145903817880552,0.0118633686716932,"SESN1/AREG/BTK/FOS/IL6/IL10/SOD2/NCF1/TPM1",9
"GO:0002688","GO:0002688","regulation of leukocyte chemotaxis","7/231","127/18903",0.000959986669636104,0.0148797933793596,0.0120986878329996,"CCR7/DUSP1/CCL5/IL6/KLRK1/CD74/CCL21",7
"GO:0032757","GO:0032757","positive regulation of interleukin-8 production","5/231","63/18903",0.00103073755691427,0.0158900730395649,0.0129201413250762,"IL6/TNF/HSPA1B/CD74/TLR9",5
"GO:0051084","GO:0051084","'de novo' post-translational protein folding","4/231","37/18903",0.00104570455318799,0.0160341364822158,0.0130372786116194,"DNAJB1/TOR2A/HSPA1B/CD74",4
"GO:0006857","GO:0006857","oligopeptide transport","3/231","17/18903",0.00107921081643318,0.0164594077458151,0.0133830646135789,"MGST1/CA2/SLC15A3",3
"GO:0050851","GO:0050851","antigen receptor-mediated signaling pathway","10/231","252/18903",0.00111075550585551,0.0168503973547867,0.0137009763684193,"BANK1/CCR7/BTK/FCRL3/CD300A/MS4A1/MNDA/FCGR2B/CD19/VAV3",10
"GO:0045619","GO:0045619","regulation of lymphocyte differentiation","9/231","210/18903",0.00114728182952688,0.0173124221048183,0.0140766464519505,"ZBTB16/IL7/BTK/CD83/FCRL3/IL10/CD74/BATF/TLR9",9
"GO:0046330","GO:0046330","positive regulation of JNK cascade","6/231","96/18903",0.00115831788300327,0.0173869610648702,0.014137253718871,"CCR7/TNF/FCGR2B/NCF1/TLR9/CCL21",6
"GO:0032613","GO:0032613","interleukin-10 production","5/231","65/18903",0.0011876057800845,0.0176408941916719,0.014343725512753,"BTK/CD83/IL6/FCGR2B/TLR9",5
"GO:0032653","GO:0032653","regulation of interleukin-10 production","5/231","65/18903",0.0011876057800845,0.0176408941916719,0.014343725512753,"BTK/CD83/IL6/FCGR2B/TLR9",5
"GO:0002702","GO:0002702","positive regulation of production of molecular mediator of immune response","7/231","133/18903",0.00125677288965893,0.0184729807759967,0.0150202910790289,"BTK/CLCF1/IL6/IL10/CD74/IL33/TLR9",7
"GO:0031343","GO:0031343","positive regulation of cell killing","5/231","66/18903",0.0012723462649182,0.0184729807759967,0.0150202910790289,"NCR3/FCER2/CD1C/KLRK1/ITGAM",5
"GO:0050854","GO:0050854","regulation of antigen receptor-mediated signaling pathway","5/231","66/18903",0.0012723462649182,0.0184729807759967,0.0150202910790289,"CCR7/FCRL3/CD300A/FCGR2B/CD19",5
"GO:0002830","GO:0002830","positive regulation of type 2 immune response","3/231","18/18903",0.00128343020544785,0.0184729807759967,0.0150202910790289,"IL6/CD74/IL33",3
"GO:0051770","GO:0051770","positive regulation of nitric-oxide synthase biosynthetic process","3/231","18/18903",0.00128343020544785,0.0184729807759967,0.0150202910790289,"FCER2/IL33/TLR9",3
"GO:1990868","GO:1990868","response to chemokine","6/231","98/18903",0.00128896324488897,0.0184729807759967,0.0150202910790289,"CCR7/CXCR4/DUSP1/CCL5/CXCR5/CCL21",6
"GO:1990869","GO:1990869","cellular response to chemokine","6/231","98/18903",0.00128896324488897,0.0184729807759967,0.0150202910790289,"CCR7/CXCR4/DUSP1/CCL5/CXCR5/CCL21",6
"GO:0032755","GO:0032755","positive regulation of interleukin-6 production","6/231","99/18903",0.00135836445384275,0.0193179950005066,0.0157073680468429,"BTK/IL6/TNF/CD74/IL33/TLR9",6
"GO:0045576","GO:0045576","mast cell activation","5/231","67/18903",0.00136147159716053,0.0193179950005066,0.0157073680468429,"FGR/BTK/CNR2/CD300A/PTGDR",5
"GO:1904994","GO:1904994","regulation of leukocyte adhesion to vascular endothelial cell","4/231","40/18903",0.00140620721347996,0.0198539751130933,0.0161431708770003,"ALOX5/IL6/TNF/CCL21",4
"GO:0010469","GO:0010469","regulation of signaling receptor activity","8/231","175/18903",0.00142516456101055,0.0200001060703725,0.0162619892496607,"SHISA9/AREG/IL10/MTRNR2L2/TNF/ADRB2/FCGR2B/NCF1",8
"GO:0002532","GO:0002532","production of molecular mediator involved in inflammatory response","6/231","100/18903",0.00143058262214446,0.0200001060703725,0.0162619892496607,"BTK/ALOX5/IL6/TNF/NCF1/PLD4",6
"GO:0043550","GO:0043550","regulation of lipid kinase activity","5/231","68/18903",0.00145511843268066,0.0202438915610012,0.0164602100497843,"FGR/CCR7/CD19/VAV3/CCL21",5
"GO:0002544","GO:0002544","chronic inflammatory response","3/231","19/18903",0.00151040326784936,0.0209110199995455,0.0170026489477371,"CCL5/IL10/TNF",3
"GO:0006458","GO:0006458","'de novo' protein folding","4/231","41/18903",0.00154345969791461,0.0212654447268235,0.0172908299746041,"DNAJB1/TOR2A/HSPA1B/CD74",4
"GO:0014015","GO:0014015","positive regulation of gliogenesis","5/231","69/18903",0.00155342430392203,0.0212998370903155,0.0173187942385639,"CXCR4/CLCF1/IL6/TNF/IL33",5
"GO:0008630","GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","6/231","102/18903",0.00158376787173166,0.0216119902879364,0.0175726044896744,"SOD2/TNF/NUPR1/BCL2A1/CD74/ING2",6
"GO:0009615","GO:0009615","response to virus","13/231","409/18903",0.00163298757855535,0.022177526543047,0.0180324392759771,"FGR/IFIT3/CXCR4/CCL5/IL6/PMAIP1/TNF/RNASE6/IFIT2/IL33/TRIM34/POLR3F/TLR9",13
"GO:0050730","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","10/231","266/18903",0.0016620470249016,0.0222922716903267,0.0181257379987413,"BANK1/IL7/CCL5/AREG/CLCF1/IL6/CD300A/TNF/CD74/NCF1",10
"GO:0032677","GO:0032677","regulation of interleukin-8 production","6/231","103/18903",0.00166488564868148,0.0222922716903267,0.0181257379987413,"IL6/IL10/TNF/HSPA1B/CD74/TLR9",6
"GO:0050764","GO:0050764","regulation of phagocytosis","6/231","103/18903",0.00166488564868148,0.0222922716903267,0.0181257379987413,"FGR/BTK/HCK/CD300A/TNF/FCGR2B",6
"GO:0002831","GO:0002831","regulation of response to biotic stimulus","12/231","361/18903",0.00168776538814883,0.0223111655783229,0.0181411005274398,"NCR3/FGR/CCL5/HCK/HAVCR2/KLRK1/MNDA/FCGR2B/NCF1/POLR3F/TLR9/COCH",12
"GO:0002714","GO:0002714","positive regulation of B cell mediated immunity","4/231","42/18903",0.00168976569597397,0.0223111655783229,0.0181411005274398,"FCER2/BTK/CLCF1/TNF",4
"GO:0002891","GO:0002891","positive regulation of immunoglobulin mediated immune response","4/231","42/18903",0.00168976569597397,0.0223111655783229,0.0181411005274398,"FCER2/BTK/CLCF1/TNF",4
"GO:0032637","GO:0032637","interleukin-8 production","6/231","104/18903",0.00174912173140229,0.0229884570412873,0.01869180293126,"IL6/IL10/TNF/HSPA1B/CD74/TLR9",6
"GO:0001780","GO:0001780","neutrophil homeostasis","3/231","20/18903",0.00176101623491482,0.023038616064115,0.0187325869894609,"BTK/IL6/HCAR2",3
"GO:0062207","GO:0062207","regulation of pattern recognition receptor signaling pathway","6/231","107/18903",0.00202131198242651,0.026275990609779,0.0213648805319787,"FCRL3/CD300A/HSPA1B/LILRA4/TLR9/SLC15A3",6
"GO:0003085","GO:0003085","negative regulation of systemic arterial blood pressure","3/231","21/18903",0.00203611287684472,0.026275990609779,0.0213648805319787,"SOD2/TNF/ADRB2",3
"GO:0035902","GO:0035902","response to immobilization stress","3/231","21/18903",0.00203611287684472,0.026275990609779,0.0213648805319787,"GAL/FOS/SOD2",3
"GO:0002381","GO:0002381","immunoglobulin production involved in immunoglobulin-mediated immune response","5/231","74/18903",0.00211970490676718,0.0272315242977478,0.0221418203395358,"BTK/GAPT/CLCF1/IL10/BATF",5
"GO:0050920","GO:0050920","regulation of chemotaxis","9/231","230/18903",0.00214380609415774,0.0274176456526361,0.0222931547105475,"GPR183/CCR7/CXCR4/DUSP1/CCL5/IL6/KLRK1/CD74/CCL21",9
"GO:0031295","GO:0031295","T cell costimulation","4/231","45/18903",0.00218604046267755,0.0278329794623052,0.0226308606169109,"CCR7/KLRK1/TNFRSF13C/CCL21",4
"GO:0001906","GO:0001906","cell killing","8/231","189/18903",0.00231021697987363,0.0290990632075999,0.0236603071699796,"NCR3/FCER2/CD1C/LYZ/HAVCR2/KLRK1/FCGR2B/ITGAM",8
"GO:0002902","GO:0002902","regulation of B cell apoptotic process","3/231","22/18903",0.00233649560818386,0.0290990632075999,0.0236603071699796,"BTK/IL10/CD74",3
"GO:0051767","GO:0051767","nitric-oxide synthase biosynthetic process","3/231","22/18903",0.00233649560818386,0.0290990632075999,0.0236603071699796,"FCER2/IL33/TLR9",3
"GO:0051769","GO:0051769","regulation of nitric-oxide synthase biosynthetic process","3/231","22/18903",0.00233649560818386,0.0290990632075999,0.0236603071699796,"FCER2/IL33/TLR9",3
"GO:0061042","GO:0061042","vascular wound healing","3/231","22/18903",0.00233649560818386,0.0290990632075999,0.0236603071699796,"CXCR4/ALOX5/TNF",3
"GO:2000273","GO:2000273","positive regulation of signaling receptor activity","4/231","46/18903",0.00237158626901924,0.0293432867854101,0.0238588841766658,"AREG/IL10/ADRB2/NCF1",4
"GO:0045685","GO:0045685","regulation of glial cell differentiation","5/231","76/18903",0.00238372121906687,0.0293432867854101,0.0238588841766658,"CXCR4/CLCF1/IL6/IL33/SLC45A3",5
"GO:0050777","GO:0050777","negative regulation of immune response","8/231","190/18903",0.00238697143555931,0.0293432867854101,0.0238588841766658,"FGR/CR2/HCK/IL10/HAVCR2/CD300A/FCGR2B/IL33",8
"GO:0034614","GO:0034614","cellular response to reactive oxygen species","7/231","150/18903",0.00249726970511876,0.030567438622312,0.024854236098381,"BTK/FOS/IL6/IL10/SOD2/NCF1/TPM1",7
"GO:0031294","GO:0031294","lymphocyte costimulation","4/231","47/18903",0.00256768770457115,0.0311618950359017,0.0253375857252866,"CCR7/KLRK1/TNFRSF13C/CCL21",4
"GO:0097028","GO:0097028","dendritic cell differentiation","4/231","47/18903",0.00256768770457115,0.0311618950359017,0.0253375857252866,"CCR7/FCGR2B/BATF/UBD",4
"GO:0050731","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","8/231","193/18903",0.0026292935904475,0.0317743445760859,0.0258355654761634,"BANK1/CCL5/AREG/CLCF1/IL6/TNF/CD74/NCF1",8
"GO:0010560","GO:0010560","positive regulation of glycoprotein biosynthetic process","3/231","23/18903",0.0026629265703382,0.0319103637756494,0.025946162027665,"CCR7/IL33/CCL21",3
"GO:0072677","GO:0072677","eosinophil migration","3/231","23/18903",0.0026629265703382,0.0319103637756494,0.025946162027665,"CCL5/CD300A/CCL21",3
"GO:0002526","GO:0002526","acute inflammatory response","6/231","114/18903",0.002780185787974,0.0330378744470911,0.026862935486433,"CCR7/BTK/IL6/TNF/NUPR1/FCGR2B",6
"GO:0002824","GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","6/231","114/18903",0.002780185787974,0.0330378744470911,0.026862935486433,"FCER2/CD1C/BTK/CLCF1/IL6/TNF",6
