"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0019915","GO:0019915","lipid storage","6/85","87/18903",2.6089993946484e-06,3.23341263889061e-05,1.83623916875056e-05,"IL1B/IL6/NFKBIA/TNF/C3/APOE",6
"GO:0033628","GO:0033628","regulation of cell adhesion mediated by integrin","5/85","49/18903",2.66396533851812e-06,3.2741349928177e-05,1.85936519368943e-05,"CCL5/PLAU/SERPINE1/CYP1B1/LIF",5
"GO:1904894","GO:1904894","positive regulation of receptor signaling pathway via STAT","5/85","49/18903",2.66396533851812e-06,3.2741349928177e-05,1.85936519368943e-05,"CCL5/IL6/IL7R/TNF/CYP1B1",5
"GO:0040013","GO:0040013","negative regulation of locomotion","11/85","419/18903",2.72405671157867e-06,3.33415536351075e-05,1.89345046763928e-05,"CCL2/HMOX1/SERPINE1/TNF/CYP1B1/DUSP1/THBS1/KLRK1/CLDN5/TIMP1/APOE",11
"GO:1904019","GO:1904019","epithelial cell apoptotic process","7/85","137/18903",2.77587609993039e-06,3.38359876872173e-05,1.92152913480128e-05,"CCL2/FASLG/HMOX1/IL6/SERPINE1/TNF/THBS1",7
"GO:0043367","GO:0043367","CD4-positive, alpha-beta T cell differentiation","6/85","88/18903",2.78989421248295e-06,3.38674863007152e-05,1.923317925603e-05,"CD80/CD83/CD86/IFNG/IL2/IL6",6
"GO:1902041","GO:1902041","regulation of extrinsic apoptotic signaling pathway via death domain receptors","5/85","50/18903",2.94954616254665e-06,3.55144542010698e-05,2.01684842436865e-05,"ATF3/HMOX1/PMAIP1/SERPINE1/THBS1",5
"GO:2001238","GO:2001238","positive regulation of extrinsic apoptotic signaling pathway","5/85","50/18903",2.94954616254665e-06,3.55144542010698e-05,2.01684842436865e-05,"ATF3/PMAIP1/TNF/THBS1/G0S2",5
"GO:0034341","GO:0034341","response to interferon-gamma","7/85","140/18903",3.20641101264543e-06,3.84509693095375e-05,2.18361167620175e-05,"CCL2/CCL5/EDN1/FASLG/IFNG/TNF/CCL4",7
"GO:0051384","GO:0051384","response to glucocorticoid","7/85","142/18903",3.52331052559492e-06,4.20808297452102e-05,2.38974966888823e-05,"EDN1/FOS/IL6/TNF/CYP1B1/A2M/AREG",7
"GO:0002922","GO:0002922","positive regulation of humoral immune response","4/85","24/18903",3.7772033436331e-06,4.493203334876e-05,2.55166812222604e-05,"IL1B/TNF/C3/CCR7",4
"GO:0006979","GO:0006979","response to oxidative stress","11/85","434/18903",3.81611403543444e-06,4.52133190918272e-05,2.56764220152599e-05,"EDN1/FOS/HMOX1/IL6/MMP9/TNF/CYP1B1/SOD2/HSPA1A/AREG/APOE",11
"GO:0043281","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","8/85","205/18903",3.92885458376668e-06,4.63636146498681e-05,2.63296692172747e-05,"FASLG/MMP9/PMAIP1/TNF/THBS1/S100A8/PLAUR/LCK",8
"GO:0002285","GO:0002285","lymphocyte activation involved in immune response","8/85","207/18903",4.22118159980127e-06,4.96156345182991e-05,2.8176475340361e-05,"CD80/CD86/IFNG/IL2/IL6/TNFSF13/KLRC2/CD19",8
"GO:0061900","GO:0061900","glial cell activation","5/85","54/18903",4.34093028577065e-06,5.07310547722345e-05,2.88099170283346e-05,"IFNG/IL1B/IL6/TNF/C5AR1",5
"GO:0006816","GO:0006816","calcium ion transport","11/85","440/18903",4.35033352874665e-06,5.07310547722345e-05,2.88099170283346e-05,"CCL2/CCL5/CXCL10/EDN1/FASLG/CXCR4/SPINK1/CCL4/CD19/CCR7/LCK",11
"GO:0090023","GO:0090023","positive regulation of neutrophil chemotaxis","4/85","25/18903",4.48128368891707e-06,5.20531854375387e-05,2.95607485444354e-05,"CXCL8/EDN1/C5AR1/CCR7",4
"GO:0044703","GO:0044703","multi-organism reproductive process","8/85","209/18903",4.53175496377555e-06,5.24338211043093e-05,2.97769096715186e-05,"EDN1/FOS/IL1B/MMP9/LIF/SERPINE2/THBD/TIMP1",8
"GO:0016525","GO:0016525","negative regulation of angiogenesis","7/85","149/18903",4.84582316543075e-06,5.58495261323186e-05,3.17166717933989e-05,"CCR2/CXCL10/FASLG/SERPINE1/TNF/THBS1/CLDN5",7
"GO:0043370","GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation","5/85","56/18903",5.20634134806913e-06,5.95632698658814e-05,3.38256886334548e-05,"CD80/CD83/CD86/IFNG/IL2",5
"GO:0006874","GO:0006874","cellular calcium ion homeostasis","9/85","284/18903",5.21481532074916e-06,5.95632698658814e-05,3.38256886334548e-05,"CCL5/CCR2/CXCL10/EDN1/FASLG/CD19/APOE/CCR7/LCK",9
"GO:0032642","GO:0032642","regulation of chemokine production","6/85","98/18903",5.22837615298081e-06,5.95632698658814e-05,3.38256886334548e-05,"HMOX1/IFNG/IL1B/IL6/IL7/TNF",6
"GO:2000181","GO:2000181","negative regulation of blood vessel morphogenesis","7/85","151/18903",5.29176521222932e-06,6.00544389219281e-05,3.41046211298344e-05,"CCR2/CXCL10/FASLG/SERPINE1/TNF/THBS1/CLDN5",7
"GO:1901343","GO:1901343","negative regulation of vasculature development","7/85","152/18903",5.52723408960144e-06,6.24588387087823e-05,3.54700679685256e-05,"CCR2/CXCL10/FASLG/SERPINE1/TNF/THBS1/CLDN5",7
"GO:0032602","GO:0032602","chemokine production","6/85","99/18903",5.54580505753198e-06,6.24588387087823e-05,3.54700679685256e-05,"HMOX1/IFNG/IL1B/IL6/IL7/TNF",6
"GO:0061756","GO:0061756","leukocyte adhesion to vascular endothelial cell","5/85","57/18903",5.68687832036476e-06,6.38050514580319e-05,3.62345755819095e-05,"IL6/SELL/TNF/VCAM1/SELE",5
"GO:0034599","GO:0034599","cellular response to oxidative stress","9/85","288/18903",5.83945955771164e-06,6.52697328677052e-05,3.70663609661299e-05,"EDN1/FOS/HMOX1/IL6/MMP9/TNF/CYP1B1/SOD2/HSPA1A",9
"GO:0070997","GO:0070997","neuron death","10/85","368/18903",5.92045520584797e-06,6.5926271878653e-05,3.74392062482986e-05,"CCL2/CCL5/FASLG/FOS/HMOX1/IFNG/TNF/DKK1/SOD2/APOE",10
"GO:0043270","GO:0043270","positive regulation of ion transport","9/85","289/18903",6.00529057434843e-06,6.66204894427717e-05,3.78334489958951e-05,"CCL2/CCL5/CCR2/CXCL10/EDN1/IFNG/IL1B/CCL4/CD19",9
"GO:0002407","GO:0002407","dendritic cell chemotaxis","4/85","27/18903",6.17464804248805e-06,6.80326249924529e-05,3.86353938441095e-05,"CCL5/CCR2/CXCR4/CCR7",4
"GO:0044706","GO:0044706","multi-multicellular organism process","8/85","218/18903",6.18056258675258e-06,6.80326249924529e-05,3.86353938441095e-05,"EDN1/FOS/IL1B/MMP9/LIF/SERPINE2/THBD/TIMP1",8
"GO:0033619","GO:0033619","membrane protein proteolysis","5/85","58/18903",6.20148843617903e-06,6.80326249924529e-05,3.86353938441095e-05,"IFNG/IL1B/TNF/TIMP1/APOE",5
"GO:0051098","GO:0051098","regulation of binding","10/85","372/18903",6.50989220406916e-06,7.11524011382024e-05,4.04070994061081e-05,"HMOX1/IFNG/MMP9/NFKBIA/DKK1/ID1/LIF/PLAUR/CLDN5/APOE",10
"GO:1901653","GO:1901653","cellular response to peptide","10/85","373/18903",6.66496055107887e-06,7.25794601187339e-05,4.12175191974615e-05,"EDN1/FOS/IL1B/TNF/VCAM1/CYP1B1/ID1/CCNA2/CA2/SPINK1",10
"GO:0032677","GO:0032677","regulation of interleukin-8 production","6/85","103/18903",6.97608238892002e-06,7.54129782335076e-05,4.28266602285601e-05,"IL1B/IL6/SERPINE1/TNF/CD2/HSPA1A",6
"GO:0050764","GO:0050764","regulation of phagocytosis","6/85","103/18903",6.97608238892002e-06,7.54129782335076e-05,4.28266602285601e-05,"CCL2/IFNG/IL1B/PTX3/TNF/C3",6
"GO:0030194","GO:0030194","positive regulation of blood coagulation","4/85","28/18903",7.17911340371765e-06,7.67672704036522e-05,4.35957561054182e-05,"PLAU/SERPINE1/THBS1/THBD",4
"GO:0071624","GO:0071624","positive regulation of granulocyte chemotaxis","4/85","28/18903",7.17911340371765e-06,7.67672704036522e-05,4.35957561054182e-05,"CXCL8/EDN1/C5AR1/CCR7",4
"GO:1900048","GO:1900048","positive regulation of hemostasis","4/85","28/18903",7.17911340371765e-06,7.67672704036522e-05,4.35957561054182e-05,"PLAU/SERPINE1/THBS1/THBD",4
"GO:0042886","GO:0042886","amide transport","9/85","296/18903",7.28340259700429e-06,7.6821256494607e-05,4.36264145415196e-05,"CCL5/EDN1/IFNG/IL1B/IL6/TNF/CA2/S100A8/SPINK1",9
"GO:0048872","GO:0048872","homeostasis of number of cells","9/85","296/18903",7.28340259700429e-06,7.6821256494607e-05,4.36264145415196e-05,"HMOX1/IL2/IL2RA/IL6/IL7/IL7R/PMAIP1/HSPA1A/CCR7",9
"GO:0046686","GO:0046686","response to cadmium ion","5/85","60/18903",7.33977568803977e-06,7.6821256494607e-05,4.36264145415196e-05,"FOS/HMOX1/MMP9/SOD2/MT2A",5
"GO:0051353","GO:0051353","positive regulation of oxidoreductase activity","5/85","60/18903",7.33977568803977e-06,7.6821256494607e-05,4.36264145415196e-05,"EDN1/IFNG/IL1B/TNF/APOE",5
"GO:1905517","GO:1905517","macrophage migration","5/85","60/18903",7.33977568803977e-06,7.6821256494607e-05,4.36264145415196e-05,"CCL2/CCL5/CCR2/THBS1/C5AR1",5
"GO:2000351","GO:2000351","regulation of endothelial cell apoptotic process","5/85","60/18903",7.33977568803977e-06,7.6821256494607e-05,4.36264145415196e-05,"CCL2/FASLG/SERPINE1/TNF/THBS1",5
"GO:0032637","GO:0032637","interleukin-8 production","6/85","104/18903",7.37674321123364e-06,7.69363147594157e-05,4.36917555654239e-05,"IL1B/IL6/SERPINE1/TNF/CD2/HSPA1A",6
"GO:0032760","GO:0032760","positive regulation of tumor necrosis factor production","6/85","105/18903",7.79587067489407e-06,8.10223471545131e-05,4.60121933092548e-05,"CCR2/IFNG/IL6/TNFRSF8/THBS1/CD2",6
"GO:0010955","GO:0010955","negative regulation of protein processing","4/85","29/18903",8.29928678855594e-06,8.56532664379885e-05,4.86420696428109e-05,"PLAU/SERPINE1/THBS1/SERPINE2",4
"GO:1903318","GO:1903318","negative regulation of protein maturation","4/85","29/18903",8.29928678855594e-06,8.56532664379885e-05,4.86420696428109e-05,"PLAU/SERPINE1/THBS1/SERPINE2",4
"GO:0090303","GO:0090303","positive regulation of wound healing","5/85","62/18903",8.63538769463528e-06,8.88125637205198e-05,5.04362190644268e-05,"PLAU/SERPINE1/CXCR4/THBS1/THBD",5
"GO:0002790","GO:0002790","peptide secretion","8/85","230/18903",9.14682343690781e-06,9.37470277512835e-05,5.32384769702374e-05,"CCL5/EDN1/IFNG/IL1B/IL6/TNF/S100A8/SPINK1",8
"GO:0031663","GO:0031663","lipopolysaccharide-mediated signaling pathway","5/85","63/18903",9.34683858250583e-06,9.48127941143228e-05,5.38437204572614e-05,"CCL2/CCL5/IL1B/NFKBIA/TNF",5
"GO:0032623","GO:0032623","interleukin-2 production","5/85","63/18903",9.34683858250583e-06,9.48127941143228e-05,5.38437204572614e-05,"CCR2/CD80/CD83/CD86/IL1B",5
"GO:0032663","GO:0032663","regulation of interleukin-2 production","5/85","63/18903",9.34683858250583e-06,9.48127941143228e-05,5.38437204572614e-05,"CCR2/CD80/CD83/CD86/IL1B",5
"GO:0050769","GO:0050769","positive regulation of neurogenesis","8/85","231/18903",9.44065267078241e-06,9.54341324822548e-05,5.41965754670185e-05,"IFNG/IL1B/IL6/TNF/CXCR4/LIF/EGR2/SERPINE2",8
"GO:0031960","GO:0031960","response to corticosteroid","7/85","165/18903",9.47253036792131e-06,9.54341324822548e-05,5.41965754670185e-05,"EDN1/FOS/IL6/TNF/CYP1B1/A2M/AREG",7
"GO:0050820","GO:0050820","positive regulation of coagulation","4/85","30/18903",9.54334889722949e-06,9.5821692995233e-05,5.44166691802773e-05,"PLAU/SERPINE1/THBS1/THBD",4
"GO:0051051","GO:0051051","negative regulation of transport","11/85","479/18903",9.71068033447868e-06,9.70260645418771e-05,5.51006258708269e-05,"CCR2/EDN1/HMOX1/IL1B/MMP9/TNF/THBS1/LIF/SERPINE2/SPINK1/APOE",11
"GO:0010720","GO:0010720","positive regulation of cell development","9/85","307/18903",9.76156895120844e-06,9.70260645418771e-05,5.51006258708269e-05,"IFNG/IL1B/IL6/TNF/CXCR4/LIF/EGR2/SERPINE2/CLDN5",9
"GO:0044403","GO:0044403","biological process involved in symbiotic interaction","9/85","307/18903",9.76156895120844e-06,9.70260645418771e-05,5.51006258708269e-05,"CCL5/CD80/CD86/CXCL8/PTX3/CXCR4/HSPA1A/CCL4/APOE",9
"GO:0055074","GO:0055074","calcium ion homeostasis","9/85","309/18903",1.02820403459476e-05,0.000101857536805006,5.78443952572587e-05,"CCL5/CCR2/CXCL10/EDN1/FASLG/CD19/APOE/CCR7/LCK",9
"GO:0046883","GO:0046883","regulation of hormone secretion","8/85","234/18903",1.03704281565658e-05,0.000102390693999159,5.81471726112003e-05,"CCL5/EDN1/IFNG/IL1B/IL6/TNF/LIF/SPINK1",8
"GO:2000116","GO:2000116","regulation of cysteine-type endopeptidase activity","8/85","235/18903",1.06970330679253e-05,0.000105264491518919,5.97791881187083e-05,"FASLG/MMP9/PMAIP1/TNF/THBS1/S100A8/PLAUR/LCK",8
"GO:0034764","GO:0034764","positive regulation of transmembrane transport","8/85","237/18903",1.13763430594095e-05,0.000111578570006527,6.33649223037171e-05,"CCL2/CCR2/CXCL10/EDN1/IFNG/CA2/CD19/C3",8
"GO:0002253","GO:0002253","activation of immune response","10/85","397/18903",1.14801629118505e-05,0.000112225222920466,6.37321533199134e-05,"IL1B/A2M/KLRC2/KLRK1/CD79A/CD19/C3/C5AR1/CCR7/LCK",10
"GO:0072577","GO:0072577","endothelial cell apoptotic process","5/85","66/18903",1.17592741478914e-05,0.000114575559296232,6.50668978127788e-05,"CCL2/FASLG/SERPINE1/TNF/THBS1",5
"GO:1905954","GO:1905954","positive regulation of lipid localization","6/85","113/18903",1.18936303426324e-05,0.000115504698606155,6.55945514668735e-05,"EDN1/FASLG/IL1B/NFKBIA/C3/APOE",6
"GO:2001242","GO:2001242","regulation of intrinsic apoptotic signaling pathway","7/85","172/18903",1.24197241663934e-05,0.000119605106349857,6.79231529006259e-05,"MMP9/PMAIP1/SOD2/S100A8/PLAUR/HSPA1A/LCK",7
"GO:0032770","GO:0032770","positive regulation of monooxygenase activity","4/85","32/18903",1.24369928277366e-05,0.000119605106349857,6.79231529006259e-05,"IFNG/IL1B/TNF/APOE",4
"GO:1901889","GO:1901889","negative regulation of cell junction assembly","4/85","32/18903",1.24369928277366e-05,0.000119605106349857,6.79231529006259e-05,"IL1B/TNF/DKK1/THBS1",4
"GO:0070613","GO:0070613","regulation of protein processing","5/85","67/18903",1.26629342484719e-05,0.000121383855158492,6.89332956193431e-05,"PLAU/SERPINE1/THBS1/PLAUR/SERPINE2",5
"GO:0038034","GO:0038034","signal transduction in absence of ligand","5/85","68/18903",1.36198878974409e-05,0.000129717388913891,7.36658685398903e-05,"IL1B/IL2/IL7/TNF/HSPA1A",5
"GO:0097192","GO:0097192","extrinsic apoptotic signaling pathway in absence of ligand","5/85","68/18903",1.36198878974409e-05,0.000129717388913891,7.36658685398903e-05,"IL1B/IL2/IL7/TNF/HSPA1A",5
"GO:0051048","GO:0051048","negative regulation of secretion","7/85","175/18903",1.38965985515935e-05,0.000131928605480192,7.492160757573e-05,"CCR2/EDN1/HMOX1/IL1B/TNF/LIF/APOE",7
"GO:0050901","GO:0050901","leukocyte tethering or rolling","4/85","33/18903",1.41040522869366e-05,0.000133470296721745,7.57971264655277e-05,"SELL/TNF/VCAM1/SELE",4
"GO:0021782","GO:0021782","glial cell development","6/85","117/18903",1.45137893787548e-05,0.000136475695682132,7.7503877785297e-05,"IFNG/IL1B/IL6/TNF/S100A8/C5AR1",6
"GO:0046632","GO:0046632","alpha-beta T cell differentiation","6/85","117/18903",1.45137893787548e-05,0.000136475695682132,7.7503877785297e-05,"CD80/CD83/CD86/IFNG/IL2/IL6",6
"GO:0050830","GO:0050830","defense response to Gram-positive bacterium","6/85","118/18903",1.52367162612915e-05,0.000142820106221346,8.11068373935504e-05,"IL1B/IL6/IL7R/TNF/KLRK1/C5AR1",6
"GO:0002294","GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response","5/85","70/18903",1.57025163191245e-05,0.000146721934817814,8.33226667041708e-05,"CD80/CD86/IFNG/IL2/IL6",5
"GO:0036336","GO:0036336","dendritic cell migration","4/85","34/18903",1.59299462030361e-05,0.000147451564541853,8.37370198435912e-05,"CCL5/CCR2/CXCR4/CCR7",4
"GO:0090022","GO:0090022","regulation of neutrophil chemotaxis","4/85","34/18903",1.59299462030361e-05,0.000147451564541853,8.37370198435912e-05,"CXCL8/EDN1/C5AR1/CCR7",4
"GO:1902624","GO:1902624","positive regulation of neutrophil migration","4/85","34/18903",1.59299462030361e-05,0.000147451564541853,8.37370198435912e-05,"CXCL8/EDN1/C5AR1/CCR7",4
"GO:0009636","GO:0009636","response to toxic substance","8/85","250/18903",1.6741014208716e-05,0.000154360899672208,8.76607973546284e-05,"CCL5/FOS/TNF/CYP1B1/SOD2/MT2A/CCL4/APOE",8
"GO:0002287","GO:0002287","alpha-beta T cell activation involved in immune response","5/85","71/18903",1.68327382154366e-05,0.000154360899672208,8.76607973546284e-05,"CD80/CD86/IFNG/IL2/IL6",5
"GO:0002293","GO:0002293","alpha-beta T cell differentiation involved in immune response","5/85","71/18903",1.68327382154366e-05,0.000154360899672208,8.76607973546284e-05,"CD80/CD86/IFNG/IL2/IL6",5
"GO:0002791","GO:0002791","regulation of peptide secretion","7/85","182/18903",1.7915285841981e-05,0.000162356938324043,9.22017084622126e-05,"CCL5/IFNG/IL1B/IL6/TNF/S100A8/SPINK1",7
"GO:0043372","GO:0043372","positive regulation of CD4-positive, alpha-beta T cell differentiation","4/85","35/18903",1.79239428872255e-05,0.000162356938324043,9.22017084622126e-05,"CD80/CD83/CD86/IFNG",4
"GO:1901099","GO:1901099","negative regulation of signal transduction in absence of ligand","4/85","35/18903",1.79239428872255e-05,0.000162356938324043,9.22017084622126e-05,"IL1B/IL7/TNF/HSPA1A",4
"GO:2001240","GO:2001240","negative regulation of extrinsic apoptotic signaling pathway in absence of ligand","4/85","35/18903",1.79239428872255e-05,0.000162356938324043,9.22017084622126e-05,"IL1B/IL7/TNF/HSPA1A",4
"GO:1903317","GO:1903317","regulation of protein maturation","5/85","72/18903",1.80253481196443e-05,0.00016277768637313,9.24406492143506e-05,"PLAU/SERPINE1/THBS1/PLAUR/SERPINE2",5
"GO:0002698","GO:0002698","negative regulation of immune effector process","6/85","122/18903",1.84252142231138e-05,0.000165882931698672,9.42041027948675e-05,"CCR2/HMOX1/IL2/IL7R/TNF/A2M",6
"GO:0045860","GO:0045860","positive regulation of protein kinase activity","10/85","420/18903",1.86619823735858e-05,0.000167505429668368,9.51255114289958e-05,"CCL5/CD86/EDN1/IFNG/IL1B/TNF/DKK1/THBS1/AREG/CCR7",10
"GO:0043434","GO:0043434","response to peptide hormone","10/85","421/18903",1.9046662999156e-05,0.000170441739587614,9.6793027421375e-05,"EDN1/FOS/IL1B/CYP1B1/CCNA2/CA2/EGR2/SPINK1/TIMP1/AREG",10
"GO:0046635","GO:0046635","positive regulation of alpha-beta T cell activation","5/85","73/18903",1.92827469321418e-05,0.000171518007246258,9.74042345426348e-05,"CCR2/CD80/CD83/CD86/IFNG",5
"GO:0046637","GO:0046637","regulation of alpha-beta T cell differentiation","5/85","73/18903",1.92827469321418e-05,0.000171518007246258,9.74042345426348e-05,"CD80/CD83/CD86/IFNG/IL2",5
"GO:0043405","GO:0043405","regulation of MAP kinase activity","7/85","186/18903",2.06133678107158e-05,0.000182804776812396,0.000103813935586271,"EDN1/IL1B/TNF/DKK1/DUSP1/THBS1/APOE",7
"GO:0048545","GO:0048545","response to steroid hormone","9/85","339/18903",2.14511186377741e-05,0.000189666308671901,0.000107710565854401,"EDN1/FOS/IL6/TNF/CYP1B1/THBS1/A2M/HSPA1A/AREG",9
"GO:0034110","GO:0034110","regulation of homotypic cell-cell adhesion","4/85","37/18903",2.24543302123523e-05,0.000197358237652782,0.000112078774572353,"CCL5/IL6/PLAUR/SERPINE2",4
"GO:0071276","GO:0071276","cellular response to cadmium ion","4/85","37/18903",2.24543302123523e-05,0.000197358237652782,0.000112078774572353,"FOS/HMOX1/MMP9/MT2A",4
"GO:0001906","GO:0001906","cell killing","7/85","189/18903",2.28499897513969e-05,0.000199063734245993,0.000113047317717437,"IFNG/IL7R/PRF1/CD2/KLRC2/KLRK1/C3",7
"GO:0071706","GO:0071706","tumor necrosis factor superfamily cytokine production","7/85","189/18903",2.28499897513969e-05,0.000199063734245993,0.000113047317717437,"CCR2/CD86/IFNG/IL6/TNFRSF8/THBS1/CD2",7
"GO:1903555","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","7/85","189/18903",2.28499897513969e-05,0.000199063734245993,0.000113047317717437,"CCR2/CD86/IFNG/IL6/TNFRSF8/THBS1/CD2",7
"GO:0002637","GO:0002637","regulation of immunoglobulin production","5/85","76/18903",2.34684523724719e-05,0.000203256011483221,0.000115428091385688,"CD86/IL2/IL6/TNF/TNFSF13",5
"GO:0045685","GO:0045685","regulation of glial cell differentiation","5/85","76/18903",2.34684523724719e-05,0.000203256011483221,0.000115428091385688,"IL6/CXCR4/LIF/EGR2/SERPINE2",5
"GO:0002863","GO:0002863","positive regulation of inflammatory response to antigenic stimulus","3/85","13/18903",2.42926804280887e-05,0.000209781106204078,0.000119133660653938,"TNF/C3/CCR7",3
"GO:0062197","GO:0062197","cellular response to chemical stress","9/85","345/18903",2.46245430630866e-05,0.000212028769049019,0.000120410097352547,"EDN1/FOS/HMOX1/IL6/MMP9/TNF/CYP1B1/SOD2/HSPA1A",9
"GO:0006919","GO:0006919","activation of cysteine-type endopeptidase activity involved in apoptotic process","5/85","77/18903",2.50100382502417e-05,0.000213488123410263,0.000121238857532109,"FASLG/PMAIP1/TNF/S100A8/LCK",5
"GO:1903036","GO:1903036","positive regulation of response to wounding","5/85","77/18903",2.50100382502417e-05,0.000213488123410263,0.000121238857532109,"PLAU/SERPINE1/CXCR4/THBS1/THBD",5
"GO:0045742","GO:0045742","positive regulation of epidermal growth factor receptor signaling pathway","4/85","38/18903",2.50102561861449e-05,0.000213488123410263,0.000121238857532109,"FASLG/MMP9/PLAUR/AREG",4
"GO:0042542","GO:0042542","response to hydrogen peroxide","6/85","130/18903",2.64164880131253e-05,0.00022484378590482,0.000127687682531683,"EDN1/HMOX1/IL6/CYP1B1/SOD2/AREG",6
"GO:0051966","GO:0051966","regulation of synaptic transmission, glutamatergic","5/85","78/18903",2.66291847545515e-05,0.00022600471416327,0.000128346967992077,"CCL2/CCR2/TNF/DKK1/SERPINE2",5
"GO:0042113","GO:0042113","B cell activation","9/85","350/18903",2.75659841271994e-05,0.000233286985670756,0.000132482534241398,"CD86/IL2/IL6/IL7/IL7R/TNFSF13/VCAM1/CD79A/CD19",9
"GO:0002292","GO:0002292","T cell differentiation involved in immune response","5/85","79/18903",2.83285999194172e-05,0.000238378730003732,0.000135374110858938,"CD80/CD86/IFNG/IL2/IL6",5
"GO:0002437","GO:0002437","inflammatory response to antigenic stimulus","5/85","79/18903",2.83285999194172e-05,0.000238378730003732,0.000135374110858938,"IL2RA/TNF/A2M/C3/CCR7",5
"GO:0070227","GO:0070227","lymphocyte apoptotic process","5/85","80/18903",3.01110430347092e-05,0.000252659800194925,0.000143484260532176,"CCL5/FASLG/IL2/IL2RA/IL7R",5
"GO:0048246","GO:0048246","macrophage chemotaxis","4/85","40/18903",3.07538413996545e-05,0.000254976308593531,0.000144799794282832,"CCL2/CCL5/THBS1/C5AR1",4
"GO:1901186","GO:1901186","positive regulation of ERBB signaling pathway","4/85","40/18903",3.07538413996545e-05,0.000254976308593531,0.000144799794282832,"FASLG/MMP9/PLAUR/AREG",4
"GO:0061043","GO:0061043","regulation of vascular wound healing","3/85","14/18903",3.08175281824726e-05,0.000254976308593531,0.000144799794282832,"SERPINE1/TNF/CXCR4",3
"GO:1902043","GO:1902043","positive regulation of extrinsic apoptotic signaling pathway via death domain receptors","3/85","14/18903",3.08175281824726e-05,0.000254976308593531,0.000144799794282832,"ATF3/PMAIP1/THBS1",3
"GO:1902947","GO:1902947","regulation of tau-protein kinase activity","3/85","14/18903",3.08175281824726e-05,0.000254976308593531,0.000144799794282832,"IFNG/DKK1/C5AR1",3
"GO:0050804","GO:0050804","modulation of chemical synaptic transmission","10/85","448/18903",3.2357501258123e-05,0.000266971918458385,0.000151612042253278,"CCL2/CCR2/EDN1/IL1B/TNF/DKK1/CA2/EGR2/SERPINE2/APOE",10
"GO:0099177","GO:0099177","regulation of trans-synaptic signaling","10/85","449/18903",3.29744276333099e-05,0.000271306262916288,0.000154073495198916,"CCL2/CCR2/EDN1/IL1B/TNF/DKK1/CA2/EGR2/SERPINE2/APOE",10
"GO:0150077","GO:0150077","regulation of neuroinflammatory response","4/85","41/18903",3.39621616273416e-05,0.000278659065762287,0.000158249115849225,"IL1B/IL6/MMP9/TNF",4
"GO:0010038","GO:0010038","response to metal ion","9/85","360/18903",3.43524499052895e-05,0.000281082753092452,0.000159625515989103,"EDN1/FOS/HMOX1/MMP9/VCAM1/THBS1/SOD2/S100A8/MT2A",9
"GO:0051090","GO:0051090","regulation of DNA-binding transcription factor activity","10/85","454/18903",3.62126850824432e-05,0.000295487529515694,0.0001678059178244,"EDN1/HMOX1/IL1B/IL6/NFKBIA/TNF/CYP1B1/ID1/S100A8/HSPA1A",10
"GO:0051962","GO:0051962","positive regulation of nervous system development","8/85","279/18903",3.66921695773457e-05,0.000298577489802467,0.000169560691106415,"IFNG/IL1B/IL6/TNF/CXCR4/LIF/EGR2/SERPINE2",8
"GO:0002714","GO:0002714","positive regulation of B cell mediated immunity","4/85","42/18903",3.74089049403295e-05,0.000301101022916456,0.000170993793176906,"IL2/TNF/TNFSF13/C3",4
"GO:0002891","GO:0002891","positive regulation of immunoglobulin mediated immune response","4/85","42/18903",3.74089049403295e-05,0.000301101022916456,0.000170993793176906,"IL2/TNF/TNFSF13/C3",4
"GO:0043029","GO:0043029","T cell homeostasis","4/85","42/18903",3.74089049403295e-05,0.000301101022916456,0.000170993793176906,"IL2/IL2RA/IL7R/PMAIP1",4
"GO:2000403","GO:2000403","positive regulation of lymphocyte migration","4/85","42/18903",3.74089049403295e-05,0.000301101022916456,0.000170993793176906,"CCL5/CCR2/CXCL10/CCL4",4
"GO:0051960","GO:0051960","regulation of nervous system development","10/85","456/18903",3.7582257809345e-05,0.000301676551846287,0.000171320633231588,"IFNG/IL1B/IL6/TNF/CXCR4/DKK1/ID1/LIF/EGR2/SERPINE2",10
"GO:0034116","GO:0034116","positive regulation of heterotypic cell-cell adhesion","3/85","15/18903",3.83968043221735e-05,0.000306697186894578,0.000174171827235344,"IL1B/TNF/LCK",3
"GO:0007204","GO:0007204","positive regulation of cytosolic calcium ion concentration","7/85","205/18903",3.84335540780549e-05,0.000306697186894578,0.000174171827235344,"CCR2/EDN1/IL2/CXCR4/SPINK1/C5AR1/CCR7",7
"GO:0003158","GO:0003158","endothelium development","6/85","139/18903",3.85183502784547e-05,0.000306697186894578,0.000174171827235344,"CXCL10/IL1B/TNF/CXCR4/ID1/CLDN5",6
"GO:0010631","GO:0010631","epithelial cell migration","9/85","366/18903",3.9067535571659e-05,0.000310236033145453,0.00017618152065334,"EDN1/HMOX1/IFNG/MMP9/TNF/CYP1B1/ID1/THBS1/APOE",9
